id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
13446089,JH245741,2024-05-01 00:01:00,051XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1623,16,45,11,08B,1138427.0,1933668.0,2024,2024-12-21T15:40:46.000,41.974116083,-87.766346346,"{'latitude': '41.974116083', 'longitude': '-87.766346346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445852,JH245450,2024-05-01 00:01:00,067XX S BELL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,832,8,16,66,04A,1162560.0,1859920.0,2024,2024-12-21T15:40:46.000,41.771272343,-87.679667495,"{'latitude': '41.771272343', 'longitude': '-87.679667495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13447885,JH248049,2024-05-01 00:01:00,072XX W MYRTLE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1612,16,41,10,08A,1126831.0,1940677.0,2024,2024-12-21T15:40:46.000,41.993552169,-87.808831085,"{'latitude': '41.993552169', 'longitude': '-87.808831085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446062,JH245753,2024-05-01 00:01:00,0000X S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1224,12,27,28,14,1167735.0,1899895.0,2024,2024-12-21T15:40:46.000,41.880858321,-87.659548518,"{'latitude': '41.880858321', 'longitude': '-87.659548518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13459203,JH262214,2024-05-01 00:01:00,099XX S LAFAYETTE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,511,5,9,49,11,1177680.0,1839065.0,2024,2024-12-21T15:40:46.000,41.713714976,-87.624872452,"{'latitude': '41.713714976', 'longitude': '-87.624872452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13468913,JH274040,2024-05-01 00:01:00,002XX N MORGAN ST,0580,STALKING,SIMPLE,APARTMENT,False,True,1214,12,27,28,08A,1169735.0,1901764.0,2024,2024-12-21T15:40:46.000,41.885943666,-87.652150239,"{'latitude': '41.885943666', 'longitude': '-87.652150239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13463714,JH267725,2024-05-01 00:01:00,070XX S PAXTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,331,3,5,43,11,1192102.0,1858561.0,2024,2024-12-21T15:40:46.000,41.766875979,-87.571422312,"{'latitude': '41.766875979', 'longitude': '-87.571422312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13484373,JH293013,2024-05-01 00:01:00,028XX N WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),False,False,1432,14,32,21,05,1159863.0,1918955.0,2024,2024-12-21T15:40:46.000,41.933326413,-87.687927299,"{'latitude': '41.933326413', 'longitude': '-87.687927299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13481607,JH289652,2024-05-01 00:01:00,051XX N EAST RIVER RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,1614,16,41,76,07,1116628.0,1932933.0,2024,2024-12-21T15:40:46.000,41.972467074,-87.846524652,"{'latitude': '41.972467074', 'longitude': '-87.846524652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13485554,JH294441,2024-05-01 00:01:00,069XX S ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,False,False,735,7,17,67,10,1166876.0,1858796.0,2024,2024-12-21T15:40:46.000,41.768096835,-87.663878589,"{'latitude': '41.768096835', 'longitude': '-87.663878589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13497197,JH308365,2024-05-01 00:01:00,095XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,511,5,9,49,11,1179265.0,1841713.0,2024,2024-12-21T15:40:46.000,41.720945498,-87.618987165,"{'latitude': '41.720945498', 'longitude': '-87.618987165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13500524,JH312329,2024-05-01 00:01:00,003XX E 132ND PL,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,533,5,9,54,11,1180852.0,1817697.0,2024,2024-12-21T15:40:46.000,41.655005926,-87.613908994,"{'latitude': '41.655005926', 'longitude': '-87.613908994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13569026,JH394252,2024-05-01 00:01:00,049XX S RACINE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,933,9,20,61,06,1169156.0,1872063.0,2024,2024-12-21T15:40:46.000,41.804454051,-87.655137737,"{'latitude': '41.804454051', 'longitude': '-87.655137737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13637912,JH477050,2024-05-01 00:01:00,017XX N DRAKE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1422,14,26,23,06,1152546.0,1911456.0,2024,2024-12-21T15:40:46.000,41.91289652,-87.715015618,"{'latitude': '41.91289652', 'longitude': '-87.715015618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13740992,JJ139625,2024-05-01 00:01:00,042XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,815,8,14,57,05,1150383.0,1876140.0,2024,2025-02-08T15:40:28.000,41.81602778,-87.723883074,"{'latitude': '41.81602778', 'longitude': '-87.723883074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446293,JH245481,2024-05-01 00:02:00,069XX S INDIANA AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,False,False,322,3,6,69,04B,1178797.0,1858895.0,2024,2024-12-21T15:40:46.000,41.768105576,-87.620179762,"{'latitude': '41.768105576', 'longitude': '-87.620179762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445900,JH245492,2024-05-01 00:05:00,069XX S ASHLAND AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,735,7,17,67,03,1166876.0,1858796.0,2024,2024-12-21T15:40:46.000,41.768096835,-87.663878589,"{'latitude': '41.768096835', 'longitude': '-87.663878589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445924,JH245501,2024-05-01 00:08:00,091XX S MERRILL AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,False,False,413,4,7,48,10,1192097.0,1844853.0,2024,2024-12-21T15:40:46.000,41.729260168,-87.571885281,"{'latitude': '41.729260168', 'longitude': '-87.571885281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445859,JH245466,2024-05-01 00:11:00,001XX E CHICAGO AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,False,False,1833,18,2,8,17,1177509.0,1905763.0,2024,2024-12-21T15:40:46.000,41.896744235,-87.62348125,"{'latitude': '41.896744235', 'longitude': '-87.62348125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445878,JH245484,2024-05-01 00:11:00,048XX S CICERO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,814,8,22,56,05,1145173.0,1872142.0,2024,2024-12-21T15:40:46.000,41.805156465,-87.743095418,"{'latitude': '41.805156465', 'longitude': '-87.743095418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13448122,JH248183,2024-05-01 00:15:00,035XX W 60TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,823,8,14,66,14,1153761.0,1864601.0,2024,2024-12-21T15:40:46.000,41.78429671,-87.711797815,"{'latitude': '41.78429671', 'longitude': '-87.711797815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446140,JH245851,2024-05-01 00:18:00,051XX N OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2031,20,40,4,14,1160078.0,1934280.0,2024,2024-12-21T15:40:46.000,41.975374615,-87.686712253,"{'latitude': '41.975374615', 'longitude': '-87.686712253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13447594,JH246493,2024-05-01 00:20:00,026XX W ROSEMONT AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2413,24,50,2,06,1157716.0,1941717.0,2024,2024-12-21T15:40:46.000,41.995830671,-87.6951944,"{'latitude': '41.995830671', 'longitude': '-87.6951944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445907,JH245447,2024-05-01 00:22:00,012XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1023,10,28,29,14,1158230.0,1894148.0,2024,2024-12-21T15:40:46.000,41.865287459,-87.694607204,"{'latitude': '41.865287459', 'longitude': '-87.694607204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445921,JH245537,2024-05-01 00:28:00,047XX S WALLACE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,935,9,20,61,04A,1173090.0,1873485.0,2024,2024-12-21T15:40:46.000,41.808270073,-87.640667643,"{'latitude': '41.808270073', 'longitude': '-87.640667643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13447320,JH247356,2024-05-01 00:28:00,027XX W FARGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2411,24,50,2,14,1156689.0,1949289.0,2024,2024-12-21T15:40:46.000,42.016629456,-87.698765804,"{'latitude': '42.016629456', 'longitude': '-87.698765804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445896,JH245469,2024-05-01 00:30:00,022XX W WARREN BLVD,0460,BATTERY,SIMPLE,CHA APARTMENT,False,True,1223,12,27,28,08B,1161454.0,1900313.0,2024,2024-12-21T15:40:46.000,41.88213835,-87.682600206,"{'latitude': '41.88213835', 'longitude': '-87.682600206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13447806,JH248045,2024-05-01 00:30:00,044XX W MONROE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1113,11,28,26,08A,1146761.0,1899293.0,2024,2024-12-21T15:40:46.000,41.8796324,-87.736579313,"{'latitude': '41.8796324', 'longitude': '-87.736579313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13449647,JH250103,2024-05-01 00:30:00,097XX S YALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,511,5,9,49,06,1176335.0,1840296.0,2024,2024-12-21T15:40:46.000,41.717123273,-87.629761478,"{'latitude': '41.717123273', 'longitude': '-87.629761478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445877,JH245503,2024-05-01 00:30:00,075XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,612,6,17,71,08B,1170622.0,1854728.0,2024,2024-12-21T15:40:46.000,41.756852897,-87.65026616,"{'latitude': '41.756852897', 'longitude': '-87.65026616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446344,JH245597,2024-05-01 00:30:00,036XX W 69TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,833,8,23,65,07,1153294.0,1858610.0,2024,2024-12-21T15:40:46.000,41.767865729,-87.713668313,"{'latitude': '41.767865729', 'longitude': '-87.713668313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13453865,JH255363,2024-05-01 00:30:00,026XX N AUSTIN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,2512,25,30,19,11,1135950.0,1916825.0,2024,2024-12-21T15:40:46.000,41.927941805,-87.775857983,"{'latitude': '41.927941805', 'longitude': '-87.775857983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13493146,JH302905,2024-05-01 00:30:00,056XX N PARKSIDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1622,16,45,11,11,1137537.0,1937172.0,2024,2024-12-21T15:40:46.000,41.983747475,-87.769534364,"{'latitude': '41.983747475', 'longitude': '-87.769534364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445864,JH245465,2024-05-01 00:39:00,079XX S JUSTINE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),False,True,612,6,17,71,04A,1167378.0,1852304.0,2024,2024-12-21T15:40:46.000,41.750271173,-87.662224163,"{'latitude': '41.750271173', 'longitude': '-87.662224163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445889,JH245489,2024-05-01 00:45:00,003XX W 93RD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,True,634,6,9,49,26,1175598.0,1843434.0,2024,2024-12-21T15:40:46.000,41.725750867,-87.632367197,"{'latitude': '41.725750867', 'longitude': '-87.632367197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445980,JH245473,2024-05-01 00:49:00,035XX W WABANSIA AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1422,14,26,23,04B,1152378.0,1911065.0,2024,2024-12-21T15:40:46.000,41.911826903,-87.715643159,"{'latitude': '41.911826903', 'longitude': '-87.715643159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445955,JH245467,2024-05-01 00:50:00,101XX S OGLESBY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,431,4,7,51,06,1193828.0,1838214.0,2024,2024-12-21T15:40:46.000,41.710999922,-87.565761138,"{'latitude': '41.710999922', 'longitude': '-87.565761138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445887,JH245475,2024-05-01 00:55:00,043XX S CHAMPLAIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,221,2,4,38,08A,1181322.0,1876309.0,2024,2024-12-21T15:40:46.000,41.815833325,-87.610387777,"{'latitude': '41.815833325', 'longitude': '-87.610387777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446532,JH246468,2024-05-01 01:00:00,023XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1225,12,28,28,08B,1161020.0,1894661.0,2024,2024-12-21T15:40:46.000,41.866637761,-87.684350776,"{'latitude': '41.866637761', 'longitude': '-87.684350776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13447714,JH247829,2024-05-01 01:00:00,034XX W 23RD ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1024,10,22,30,07,1153616.0,1888495.0,2024,2024-12-21T15:40:46.000,41.849867932,-87.711695679,"{'latitude': '41.849867932', 'longitude': '-87.711695679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446695,JH246627,2024-05-01 01:00:00,072XX S MARSHFIELD AVE,0810,THEFT,OVER $500,APARTMENT,False,False,735,7,17,67,06,1166598.0,1856609.0,2024,2024-12-21T15:40:46.000,41.762101347,-87.664959881,"{'latitude': '41.762101347', 'longitude': '-87.664959881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445861,JH245488,2024-05-01 01:00:00,013XX S WASHTENAW AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1023,10,28,29,08A,1158576.0,1893767.0,2024,2024-12-21T15:40:46.000,41.864234885,-87.693347451,"{'latitude': '41.864234885', 'longitude': '-87.693347451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446186,JH245875,2024-05-01 01:00:00,050XX W ARMITAGE AVE,0810,THEFT,OVER $500,STREET,False,False,2522,25,26,19,06,1142320.0,1912825.0,2024,2024-12-21T15:40:46.000,41.916849355,-87.752549852,"{'latitude': '41.916849355', 'longitude': '-87.752549852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13478466,JH285696,2024-05-01 01:00:00,056XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,False,True,812,8,13,64,08B,1139944.0,1862224.0,2024,2024-12-21T15:40:46.000,41.778036709,-87.762515077,"{'latitude': '41.778036709', 'longitude': '-87.762515077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13499029,JH310605,2024-05-01 01:00:00,043XX N MC VICKER AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,1624,16,38,15,06,1135240.0,1928160.0,2024,2024-12-21T15:40:46.000,41.959058889,-87.778197258,"{'latitude': '41.959058889', 'longitude': '-87.778197258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445858,JH245474,2024-05-01 01:10:00,021XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1024,10,24,30,08B,1154027.0,1889593.0,2024,2024-12-21T15:40:46.000,41.852872798,-87.710157994,"{'latitude': '41.852872798', 'longitude': '-87.710157994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13460631,JH245477,2024-05-01 01:13:00,133XX S CORLISS AVE,0810,THEFT,OVER $500,BANK,False,False,533,5,10,54,06,1184081.0,1817265.0,2024,2024-12-21T15:40:46.000,41.653745894,-87.602107464,"{'latitude': '41.653745894', 'longitude': '-87.602107464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445943,JH245544,2024-05-01 01:27:00,058XX S WENTWORTH AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,False,False,232,2,20,68,15,1175964.0,1866315.0,2024,2024-12-21T15:40:46.000,41.788530845,-87.63034163,"{'latitude': '41.788530845', 'longitude': '-87.63034163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445869,JH245486,2024-05-01 01:28:00,069XX N GREENVIEW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2431,24,49,1,08B,1165119.0,1945957.0,2024,2024-12-21T15:40:46.000,42.00731071,-87.667841087,"{'latitude': '42.00731071', 'longitude': '-87.667841087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445960,JH245584,2024-05-01 01:28:00,048XX W CORNELIA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1634,16,31,15,08A,1143461.0,1922831.0,2024,2024-12-21T15:40:46.000,41.944285522,-87.748106854,"{'latitude': '41.944285522', 'longitude': '-87.748106854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446507,JH246306,2024-05-01 01:30:00,096XX S NORMAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2223,22,9,73,07,1174657.0,1841115.0,2024,2024-12-21T15:40:46.000,41.719408188,-87.635882941,"{'latitude': '41.719408188', 'longitude': '-87.635882941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13447175,JH247151,2024-05-01 01:30:00,013XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1021,10,24,29,14,1154245.0,1893613.0,2024,2024-12-21T15:40:46.000,41.863899789,-87.709250612,"{'latitude': '41.863899789', 'longitude': '-87.709250612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445882,JH245494,2024-05-01 01:30:00,050XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,222,2,4,39,14,1183163.0,1871886.0,2024,2024-12-21T15:40:46.000,41.803653573,-87.603772447,"{'latitude': '41.803653573', 'longitude': '-87.603772447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446753,JH245940,2024-05-01 01:30:00,009XX E 83RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,631,6,8,44,14,1184141.0,1850165.0,2024,2024-12-21T15:40:46.000,41.744026318,-87.600864156,"{'latitude': '41.744026318', 'longitude': '-87.600864156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13480626,JH288398,2024-05-01 01:30:00,013XX N SANDBURG TER,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1821,18,2,8,07,1175113.0,1909296.0,2024,2024-12-21T15:40:46.000,41.906493024,-87.632175207,"{'latitude': '41.906493024', 'longitude': '-87.632175207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445916,JH245512,2024-05-01 01:32:00,011XX W 111TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,False,2234,22,21,75,24,1170750.0,1831190.0,2024,2024-12-21T15:40:46.000,41.692258425,-87.650481334,"{'latitude': '41.692258425', 'longitude': '-87.650481334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445905,JH245485,2024-05-01 01:38:00,003XX W OAK ST,0810,THEFT,OVER $500,STREET,False,False,1823,18,27,8,06,1173622.0,1907100.0,2024,2024-12-21T15:40:46.000,41.900500399,-87.637717596,"{'latitude': '41.900500399', 'longitude': '-87.637717596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445873,JH245495,2024-05-01 01:42:00,053XX W DIVISION ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,2532,25,37,25,26,1140593.0,1907480.0,2024,2024-12-21T15:40:46.000,41.902213985,-87.7590264,"{'latitude': '41.902213985', 'longitude': '-87.7590264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446271,JH245625,2024-05-01 01:53:00,039XX S LOWE AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,False,False,925,9,11,61,05,1172609.0,1878699.0,2024,2024-12-21T15:40:46.000,41.822588419,-87.642278037,"{'latitude': '41.822588419', 'longitude': '-87.642278037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446533,JH246236,2024-05-01 01:55:00,023XX S WINCHESTER AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1034,10,25,31,04B,1163673.0,1888638.0,2024,2024-12-21T15:40:46.000,41.85005463,-87.674780925,"{'latitude': '41.85005463', 'longitude': '-87.674780925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445956,JH245505,2024-05-01 01:57:00,021XX N BINGHAM ST,1020,ARSON,BY FIRE,RESIDENCE,True,False,1431,14,1,22,09,1158595.0,1913735.0,2024,2024-12-21T15:40:46.000,41.919028457,-87.692730437,"{'latitude': '41.919028457', 'longitude': '-87.692730437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446471,JH246392,2024-05-01 02:00:00,078XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,612,6,17,71,14,1170011.0,1852878.0,2024,2024-12-21T15:40:46.000,41.751789544,-87.652559017,"{'latitude': '41.751789544', 'longitude': '-87.652559017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446923,JH246756,2024-05-01 02:00:00,133XX S EDBROOKE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,533,5,9,54,08A,1179751.0,1816789.0,2024,2024-12-21T15:40:46.000,41.652539374,-87.617965144,"{'latitude': '41.652539374', 'longitude': '-87.617965144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445868,JH245497,2024-05-01 02:00:00,064XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,2432,24,49,1,08B,1167108.0,1942847.0,2024,2024-12-21T15:40:46.000,41.998734156,-87.660613118,"{'latitude': '41.998734156', 'longitude': '-87.660613118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446953,JH246863,2024-05-01 02:00:00,078XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,612,6,17,71,14,1170011.0,1852878.0,2024,2024-12-21T15:40:46.000,41.751789544,-87.652559017,"{'latitude': '41.751789544', 'longitude': '-87.652559017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445913,JH245499,2024-05-01 02:01:00,073XX N HONORE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,2424,24,49,1,04A,1162686.0,1948536.0,2024,2024-12-21T15:40:46.000,42.014439092,-87.676719754,"{'latitude': '42.014439092', 'longitude': '-87.676719754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445899,JH245502,2024-05-01 02:18:00,001XX E CHESTNUT ST,0460,BATTERY,SIMPLE,HOTEL / MOTEL,False,False,1833,18,42,8,08B,1177030.0,1906352.0,2024,2024-12-21T15:40:46.000,41.898371341,-87.625222661,"{'latitude': '41.898371341', 'longitude': '-87.625222661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445904,JH245510,2024-05-01 02:22:00,057XX N MC VICKER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1622,16,45,10,08A,1134906.0,1937795.0,2024,2024-12-21T15:40:46.000,41.985504157,-87.779196077,"{'latitude': '41.985504157', 'longitude': '-87.779196077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13445919,JH245522,2024-05-01 02:30:00,083XX S CONSTANCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,412,4,8,45,07,1189981.0,1849967.0,2024,2024-12-21T15:40:46.000,41.743344584,-87.579472508,"{'latitude': '41.743344584', 'longitude': '-87.579472508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13448744,JH249064,2024-05-01 02:30:00,053XX W FERDINAND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1523,15,37,25,07,1140761.0,1902635.0,2024,2024-12-21T15:40:46.000,41.888915636,-87.758528531,"{'latitude': '41.888915636', 'longitude': '-87.758528531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
13446257,JH245870,2024-05-01 02:32:00,016XX E 86TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,412,4,8,45,14,1188751.0,1848284.0,2024,2024-12-21T15:40:46.000,41.738755749,-87.584032922,"{'latitude': '41.738755749', 'longitude': '-87.584032922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
